Date,EUSTN_VV,FINCH_VV,MORLY_VV,RISEH_VV,RDMER_VV,ELMST_VV,EUSTN_NDVI,FINCH_NDVI,MORLY_NDVI,RISEH_NDVI,RDMER_NDVI,ELMST_NDVI,EUSTN_VWC,EUSTN_P,EUSTN_PE,FINCH_VWC,FINCH_P,FINCH_PE,MORLY_VWC,MORLY_P,MORLY_PE,RDMER_VWC,RDMER_P,RDMER_PE,RISEH_VWC,RISEH_P,RISEH_PE,ELMST_VWC,ELMST_P,ELMST_PE
23/09/2018,0.099785369,0.320410684,0.41394943,0.094466567,0.079083454,0.170192607,1.149401993,1.61493085,0.346807577,0.778834721,0.556114111,0.556114111,10.8,8.7,1,22.1,4.7,1,20.2,7.9,0.6,,,3,20.6,0,1.5,29.5,10,1
26/09/2018,0.077028506,0.366856366,0.179814056,0.077158388,0.049451774,0.168675616,1.149401993,1.61493085,0.346807577,0.778834721,0.556114111,0.556114111,9.9,0,2.8,19.9,0,2.7,20,0,2.6,,,3,21.2,0,2.7,29.2,0,3
29/09/2018,0.064641088,0.342755079,0.125537869,0.07646133,0.097567458,0.08969979,1.259304627,1.505381,0.218159926,0.704305043,0.488389163,0.488389163,7.8,0,2.1,18.1,0,2.2,16.9,0,2.2,,,3,19.8,0,2.1,25.3,0,2.1
02/10/2018,0.089946836,0.28257218,0.202788487,0.095905654,0.055407943,0.143032297,1.26334382,1.567344187,-0.057600352,0.659245797,-0.035733499,-0.035733499,6.5,0,2,16.3,0.3,2.6,15.2,0.1,2,,,3,18.2,0,2.4,23.7,0.1,2.6
05/10/2018,0.063404322,0.192353055,0.181547649,0.07700593,0.059522824,0.114322118,1.26334382,1.567344187,-0.057600352,0.659245797,-0.035733499,-0.035733499,5.9,0,1.5,16.3,0,1.9,14.3,0,0,,,3,17.5,0,1.1,25.1,0,1.4
08/10/2018,0.096568365,0.429434031,0.159405105,0.073463157,0.099117365,0.234248325,1.352068797,1.628309057,0.185692499,0.728872367,0.634076903,0.634076903,7.9,0,1.3,15.7,0,1.7,15.3,0,0,,,3,24.5,0,1.6,29.5,0,1.4
11/10/2018,0.097873557,0.340734065,0.136365779,0.103933081,0.036482902,0.090023853,1.352068797,1.628309057,0.185692499,0.728872367,0.634076903,0.634076903,5.8,0,2.1,14.4,0.2,2.5,14,1.3,1.9,,,3,19.7,0,2.1,24.9,0.9,2.3
14/10/2018,0.086291034,0.355851606,0.186357394,0.077268951,0.050222801,0.150185406,-0.029780608,0.02375,0,-0.000525486,-0.007004872,-0.007004872,6.1,6,0.4,18,12.2,0.6,15.2,4.8,0.2,,,3,23.5,15.6,0.8,26.5,3.1,0.6
17/10/2018,0.098327752,0.246094376,0.387986854,0.088790752,0.112435974,0.134223469,1.383997004,0.127210244,0.29523383,0.791404876,0.51761367,0.51761367,11.9,1.2,0.6,24.9,0.4,0.8,22.1,1,0.5,,,3,28.1,0,1.1,32.7,0,0.5
20/10/2018,0.073323075,0.458139718,0.418643489,0.072526511,0.150601953,0.175630346,1.383997004,0.127210244,0.29523383,0.791404876,0.51761367,0.51761367,10.8,0,1.5,23.3,0,1.2,20.7,0,1.4,,,3,28.4,0,1,31.3,0,1.2
23/10/2018,0.060514046,0.337536618,0.131182745,0.075253662,0.111502025,0.101614393,0.287378563,0.774162693,0.002394126,0.786601705,0.249030443,0.249030443,10,0,1.7,20,0,1.6,18.9,0,1.2,,,3,25.2,0,1.7,29.2,0,1.6
26/10/2018,0.075059012,0.366618857,0.208390445,0.070114002,0.118225642,0.123375803,0.287378563,0.774162693,0.002394126,0.786601705,0.249030443,0.249030443,8.9,0.4,1.3,18.4,0.6,1.6,18.3,0.5,1.1,,,3,24,0.5,1.4,26.7,0.1,1.2
29/10/2018,0.050910773,0.287740916,0.361984506,0.071003057,0.089908656,0.103378456,1.461314844,0.906598341,0.307738115,-0.005998286,0.765480259,0.765480259,13.5,0.1,1.1,24.1,0.5,1.1,26,2.6,1,,,3,26.1,0,0.6,29.1,0,0.9
01/11/2018,0.120350886,0.574717075,0.632151604,0.085533142,0.296013847,0.315795094,1.254417132,0.414922104,0.334392772,0.789733465,0.693771721,0.693771721,17,20.1,0.3,25.2,14.5,0.2,28.2,16.9,0.2,,,3,26.3,2,0.4,34.2,15.8,0.4
04/11/2018,0.084468,0.243459657,0.283238858,0.086284582,0.24194219,0.107406385,1.254417132,0.414922104,0.334392772,0.789733465,0.693771721,0.693771721,13.5,0,0.7,24.1,0,0.7,25.1,0,0.5,,,3,26,0,0.7,33.2,0,0.8
07/11/2018,0.087317646,0.377380237,0.404021263,0.081512984,0.25202097,0.215497836,1.448898914,1.604100402,0.390948442,0.075537972,0.597326456,0.597326456,13.4,0.4,0.8,22.5,1,1,23.8,1.1,0.5,,,3,25.2,2.2,0.7,34.3,1.5,0.7
10/11/2018,0.090602335,0.279066369,0.469180375,0.084445566,0.359494641,0.14989689,1.448898914,1.604100402,0.390948442,0.075537972,0.597326456,0.597326456,16.4,10,0.6,25.8,6.3,0.8,26.4,10.9,0.4,,,3,28.6,1.9,0.7,38.4,17.2,0.5
13/11/2018,0.100370087,0.48144421,0.588362396,0.079684611,0.405687079,0.220680118,1.532996272,1.635339684,0.428262511,0.798535723,0.763681995,0.763681995,16,0,0.8,24.4,0,0.8,26.4,0,0.8,,,3,27.4,0,0.7,36.6,0,0.9
16/11/2018,0.069024287,0.243686251,0.299171388,0.109983951,0.331638843,0.138787083,1.51603273,1.692411554,0.451612522,0.811908737,0.75447855,0.75447855,15.7,0,0.2,24.4,0,0.2,27.2,0,0.1,,,3,28.9,0,0.3,38.3,0,0.1
19/11/2018,0.092523325,0.329284757,0.338083282,0.077170096,0.334338278,0.196564257,1.51603273,1.692411554,0.451612522,0.811908737,0.75447855,0.75447855,15.5,1.1,1,23.9,0.3,1.1,26,1.6,0.9,,,3,28.4,1,0.8,37.2,3.7,1
22/11/2018,0.064750455,0.19004833,0.407046661,0.120060638,0.261004627,0.116214402,0.020956654,0.014687071,1.35024E-06,-0.05275876,-0.109719734,-0.109719734,17.05,0,0,25.2,0,0.4,27.9,0.6,0.2,,,3,33.4,2,0.3,40.6,0,0.3
25/11/2018,0.085694674,0.444970295,0.434545055,0.083047956,0.431137845,0.218705468,0.020956654,0.014687071,1.35024E-06,-0.05275876,-0.109719734,-0.109719734,16.4,0,0.4,24.6,0.1,0.6,27.2,0.2,0.4,,,3,34,0.6,0.3,40.4,0,0.5
28/11/2018,0.083723463,0.264556617,0.362692162,0.136603415,0.360436752,0.142579749,0.034388076,0.01824555,0.041894005,0.033048433,0.02952381,0.02952381,18.4,5,0.3,27.7,3,0.4,30.2,4.9,0.1,,,3,34.3,2.4,0.6,42.8,4.3,0.2
01/12/2018,0.104339633,0.431243256,0.447856501,0.107436545,0.479208976,0.204751499,0.012869782,-0.026453524,0.129740673,-0.003907268,0.341077389,0.341077389,0,0.8,0.4,25.9,0.8,0.3,27.7,0.7,0.1,,,3,32.9,0.6,0.4,40.4,1.4,0.3
04/12/2018,0.064244743,0.292447522,0.421628162,0.110363316,0.359474331,0.149728738,0.012869782,-0.026453524,0.129740673,-0.003907268,0.341077389,0.341077389,0,0,0.4,26.1,0,0.5,27.5,0,0.4,,,3,30.5,0.1,0.3,36.4,0,0.3
07/12/2018,0.137459055,0.549595922,0.648882478,0.156686194,0.509092927,0.241011016,1.599130695,1.544755856,0.483605318,0.024369389,0.711995544,0.711995544,0,11.1,0.6,27.2,9.5,0.6,29.7,12,0.1,,,3,34,9.9,0.9,41.7,8,0.5
13/12/2018,0.082946025,0.449280709,0.491713434,0.166317619,0.391214266,0.205007412,-0.006322113,0.117016619,0.156191256,0.33460076,-0.124543666,-0.124543666,0,0,0.7,25.3,0,0.7,28.1,0,0.6,,,3,33.2,0,0.8,38.4,0,0.9
16/12/2018,0.085565608,0.223648503,0.416428104,0.16400297,0.48693186,0.163092896,0.052965616,0.019773563,0.148143989,0.022020725,0.091273196,0.091273196,18.9,2.2,0.3,26.1,2.3,0.3,29.6,2.5,0.3,,,3,31.9,3.3,0.2,40.9,1.9,0.3
19/12/2018,0.124601983,0.656391904,0.681863993,0.111039966,0.618239045,0.209138341,0.052965616,0.019773563,0.148143989,0.022020725,0.091273196,0.091273196,18.7,0.1,0.3,27.5,0.9,0.3,30.5,0.2,0.2,,,3,35.9,2.9,0.3,43.3,0.9,0.3
25/12/2018,0.087631825,0.381153002,0.356428742,0.107788205,0.233240359,0.156377424,0.016443526,0.020703553,-0.089108134,0.002210759,-0.011914768,-0.011914768,18.8,0,0.6,27.4,0.2,0.4,28.9,0.2,0.3,,,3,35.4,0,0.3,39.6,0,0.4
28/12/2018,0.078473665,0.349816829,0.382286176,0.15698427,0.482148349,0.149639688,-0.00426402,0.005923296,0.008635278,0.354120267,0.004661378,0.004661378,17.5,0,0.2,27.1,0,0.2,29.2,0,0.1,,,3,36.8,0,0.4,42.1,0,0.2
31/12/2018,0.124431949,0.65188615,0.489044622,0.105963845,0.518649995,0.200875416,0.21259943,0.761090964,0.445612095,0.289590928,0.27095959,0.27095959,17,0,0.6,26.3,0,0.5,28,0,0.2,,,3,35.2,0,0.6,42.8,0,0.5
06/01/2019,0.050978158,0.20394519,0.289313763,0.049143057,0.195127174,0.077404812,0.071241047,0.05398003,0.075636017,0.037132988,0.036249367,0.036249367,16.3,0,0.2,24.5,0,0.2,25.5,0,0.1,,,3,32.5,0,0.5,39.7,0,0.2
09/01/2019,0.034076944,0.141502962,0.175269246,0.073812723,0.216183156,0.066300973,0.071241047,0.05398003,0.075636017,0.037132988,0.036249367,0.036249367,15.3,1.3,0.5,24.9,2.8,0.6,26.1,1.9,0.5,,,3,31.5,0,0.4,39.2,1.3,0.5
12/01/2019,0.055684708,0.119362965,0.216104627,0.063062169,0.234501019,0.106532626,0.004273821,0.043962753,0.061512196,0.044281618,0.041025921,0.041025921,15.6,0,0.7,24.8,0,0.5,25.8,0.1,0.2,,,3,31.6,0.8,0.7,41.2,0.7,0.6
18/01/2019,0.050422072,0.107768081,0.12908636,0.041572079,0.104272619,0.069155924,1.661562744,0.724525067,0.59666441,0.635365854,1.4754603,1.4754603,17.1,0,0.4,26,0,0.3,26.1,0,0.2,,,3,31,0,0.4,42.1,0,0.4
21/01/2019,0.036342636,0.152058497,0.143978581,0.072967224,0.154879898,0.049850911,1.674438508,0.641348781,0.502234095,0.082125604,1.487627142,1.487627142,17,0,0.6,26.4,0,0.5,26.9,0,0.4,,,3,33.2,0.8,0.6,42.9,0,0.3
24/01/2019,0.039376505,0.174952403,0.115199603,0.028528765,0.081164211,0.043833446,1.674438508,0.641348781,0.502234095,0.082125604,1.487627142,1.487627142,17.6,0.1,0.3,28.8,0.2,0.3,28,0.5,0.3,,,3,37,0.4,0.6,44.1,0,0.2
27/01/2019,0.034370806,0.141951829,0.195747852,0.057685867,0.212208614,0.060515478,1.62793106,0.307251899,0.52554955,0.643732328,0.36279788,0.36279788,17.6,1.8,1.1,27.7,2.2,1.3,29,4.3,0.7,,,3,35,2.4,1.5,41.6,2.3,1.1
30/01/2019,0.063100144,0.186143711,0.178538889,0.033556618,0.163359627,0.091177151,0.738397951,0.279784439,1.86434E-06,0.263086795,0.604904134,0.604904134,21.1,1.1,0.6,28.9,0,0.7,28.8,0.5,0.4,,,3,34.7,0,0.5,45.5,1.7,0.5
02/02/2019,0.034434695,0.098702647,0.226760626,0.056852899,0.144378513,0.070356235,0.738397951,0.279784439,1.86434E-06,0.263086795,0.604904134,0.604904134,18.3,0.8,0.3,28.2,0.6,0.3,28.2,2.8,0.4,,,3,35.7,0,0.6,45.4,0.2,0.4
05/02/2019,0.046822913,0.152812853,0.125998646,0.033239007,0.080036096,0.05049707,1.30602692,0.58991796,0.322078437,0.469609918,0.406962315,0.406962315,19.9,1.7,0.5,28,0.4,0.4,28.7,0.8,0.4,,,3,37.8,0.7,0.4,46.2,0.6,0.4
08/02/2019,0.034912407,0.158974394,0.232092708,0.063832641,0.255448759,0.086293295,1.30602692,0.58991796,0.322078437,0.469609918,0.406962315,0.406962315,18.9,0.4,0.8,28.2,1.2,0.7,28.3,1.3,0.4,,,3,36.1,1.5,0.9,43,1.1,0.5
11/02/2019,0.066086195,0.285294473,0.307493985,0.050297633,0.246757984,0.083676174,0.394145999,1.000989422,0.198606161,0.623059867,0.951823403,0.951823403,18.7,0,0.7,27,0,0.6,27.5,0,0.7,,,3,35.2,0,0.7,42.5,0,0.7
14/02/2019,0.039346475,0.107443884,0.144112155,0.043741859,0.173081279,0.062079079,0.122253227,0.484639091,0.258589964,0.564686737,0.219502313,0.219502313,17.1,0,1,24.9,0,0.9,25.8,0,1,,,3,33.8,0,0.8,41.2,0,0.9
17/02/2019,0.048688032,0.203192472,0.19594273,0.04333045,0.14260003,0.076952234,0.122253227,0.484639091,0.258589964,0.564686737,0.219502313,0.219502313,16.8,0,0.9,25.5,0,1.1,26.8,0,0.9,,,3,31.9,0,0.9,42.4,0,1
23/02/2019,0.051325444,0.119788378,0.098614693,0.036297217,0.078004852,0.07863649,0.692097837,0.0735744,0.153990026,0.026951673,1.3608013,1.3608013,16.3,0,1.1,23,0,1.1,25.1,0,1,,,3,31.6,0,0.6,41.5,0,1.1
26/02/2019,0.034505062,0.05279373,0.048409678,0.048736863,0.043718368,0.041594628,1.573306578,0.670836303,0.402168194,0.710559318,1.542536805,1.542536805,14.8,0,1.6,22.1,0,1.5,22.5,0,1.7,,,3,31.5,0,1.4,39.5,0,1.7
01/03/2019,0.040433276,0.082874678,0.074889332,0.040837936,0.067274041,0.077725686,0.018360299,-0.008848264,0.007192112,0.03270745,0.032279257,0.032279257,15.1,0,0.5,20.8,0,0.5,22.4,0,0.4,,,3,31.1,0,0.4,40.1,0,0.6
04/03/2019,0.035613101,0.069317207,0.047658082,0.052040026,0.046181638,0.077694029,0.018360299,-0.008848264,0.007192112,0.03270745,0.032279257,0.032279257,15.4,0,1.8,23.5,0.1,1.8,22.6,0,1.4,,,3,31.7,1,1.7,41.4,4.3,1.5
07/03/2019,0.051284093,0.206445977,0.243037522,0.046566643,0.06565588,0.068157725,0.995519028,0.419601471,0.081908679,0.086550183,0.509871913,0.509871913,16.5,4.7,1.4,25.6,3.3,1.2,27,4.1,1.1,,,3,34.4,0.3,1.1,43.1,2.8,1.5
10/03/2019,0.042560376,0.125710949,0.204802603,0.054818794,0.068838067,0.04549931,0.995519028,0.419601471,0.081908679,0.086550183,0.509871913,0.509871913,19.6,9.2,1,26.3,9.6,1.1,27,11.8,0.7,,,3,32.7,9.3,1.1,43.1,6.5,1.3
13/03/2019,0.052372362,0.289855301,0.276847899,0.053050648,0.081134476,0.07399445,0.008959431,0.107194353,0.063987526,0.521418021,0.003278154,0.003278154,22,0.1,1.7,27.1,0.6,1.7,27.2,0.1,1.1,,,3,35.6,0.4,2,44.7,0.7,1.8
16/03/2019,0.038577467,0.117421724,0.158192754,0.065559149,0.098215863,0.068637304,1.560943033,0.638926311,0.463496186,0.096974029,0.087440088,0.087440088,19.8,6.7,1.7,25,4.9,1.3,28.3,6,1.2,,,3,35,8,1.1,44.6,8.9,1.4
19/03/2019,0.043380484,0.152449727,0.181712478,0.04444322,0.078783393,0.055863522,1.560943033,0.638926311,0.463496186,0.096974029,0.087440088,0.087440088,19.9,0,1,26.8,0.1,1.1,27.7,0,0.9,,,3,40.3,0.1,1.2,44,0,1.1
22/03/2019,0.034068886,0.077987432,0.07686121,0.050339799,0.070457876,0.036072113,1.574351896,0.665491041,0.293135401,0.499825602,0.42021705,0.42021705,17,0,0.8,24.1,0,1,24.8,0,0.7,,,3,34.5,0,1.5,43.5,0,0.7
25/03/2019,0.047637135,0.063229948,0.079286449,0.039594445,0.039183367,0.031574227,1.574351896,0.665491041,0.293135401,0.499825602,0.42021705,0.42021705,15,0,2,21,0,2.3,22.1,0,1.7,,,3,31.8,0,2.3,40.1,0,1.9
31/03/2019,0.036725856,0.067462116,0.069853842,0.039877325,0.028285792,0.026673684,0.044766496,0.03417253,0.058057831,0.031339031,0.054754938,0.054754938,13.1,0,2,19.9,0,2.4,21.6,0,2.1,,,3,30.36,0,2.2,39.5,0,2
03/04/2019,0.035770901,0.048148312,0.138953179,0.057312258,0.034370359,0.024905611,0.044766496,0.03417253,0.058057831,0.031339031,0.054754938,0.054754938,12.6,0,1.4,21.7,0,1.4,20.5,0.3,0.9,,,3,31.2,1.9,1.5,36.7,1.2,1
06/04/2019,0.031219205,0.072190359,0.05565526,0.028286489,0.027670335,0.028695963,0.032120527,0.047076071,0.017332938,0.066181818,0.037057858,0.037057858,12,0,0.8,19.8,0,0.8,20.7,0,0.6,,,3,32.1,0,1.3,37.2,0,0.5
09/04/2019,0.031537864,0.051155124,0.048914202,0.04074895,0.02291204,0.016790548,0.032120527,0.047076071,0.017332938,0.066181818,0.037057858,0.037057858,12.6,0,1.9,22.2,0,1.8,21.6,0,2,,,3,28.7,0,2,38,0,2
12/04/2019,0.02887404,0.08388374,0.076673776,0.024263432,0.022550201,0.015746303,0.034588759,0.007386345,0.167782841,0.6052553,0.754854758,0.754854758,10.7,0,1.5,20.5,0,1.6,20.3,0,1,,,3,28.8,0,1.9,34.5,0.7,1.5
15/04/2019,0.029549297,0.044640556,0.0483566,0.051822051,0.01285202,0.01693414,1.444893845,0.819061828,0.266599615,0.905223106,1.569874887,1.569874887,9.7,0,2.2,18.3,0,2.2,20.1,0,1.7,,,3,0,0,2.1,33.5,0,2
21/04/2019,0.035897024,0.064064026,0.071929857,0.025126513,0.007185894,0.011557952,0.635889415,0.812893999,0.407392933,0.875880577,0.959510027,0.959510027,6.6,0,4,16.1,0,3.8,16.8,0,4.1,,,3,0,0,3.8,28.2,0,3.7
24/04/2019,0.034438387,0.09646748,0.081743583,0.046734072,0.014232634,0.021455236,0.635889415,0.812893999,0.407392933,0.875880577,0.959510027,0.959510027,5.3,0,3.3,15.6,0,3.2,15,0,3.3,,,3,0,0,2.7,25.9,0,2.9
27/04/2019,0.03997286,0.067779809,0.083465837,0.031653315,0.030850591,0.013516443,0.080600234,0.068886028,0.049487222,0.150979639,0.033678677,0.033678677,4.7,1.3,1.8,15.6,1.5,2,15.4,2.9,1.1,,,3,0,2,1.5,26.4,1.8,1.7
30/04/2019,0.034188572,0.072508261,0.070042059,0.026322011,0.013019766,0.02075791,-0.072022299,0.889360062,0.063837795,0.00954753,0.507565858,0.507565858,5.8,0,1.9,16.8,0,2.2,18.7,0,2.3,,,3,0,0,2.3,28.7,0,2
03/05/2019,0.039553445,0.040319707,0.090855107,0.030025894,0.007205477,0.020230316,-0.072022299,0.889360062,0.063837795,0.00954753,0.507565858,0.507565858,6.2,0.4,1.1,17.9,0.1,1,16.9,0.4,0.7,,,3,24.5,2,0.8,30,1.4,0.8
06/05/2019,0.044702794,0.055077437,0.088363461,0.018433573,0.008207744,0.018075157,0.250423814,0.059506491,0.373552625,0.443759178,0.04760139,0.04760139,6.5,0,1.6,18.4,0.3,1.6,17.1,0,1.3,,,3,24.6,1.2,1.7,29.6,0,1.7
09/05/2019,0.042250462,0.078620262,0.277338296,0.04621394,0.014826443,0.019932706,0.250423814,0.059506491,0.373552625,0.443759178,0.04760139,0.04760139,11.7,0,1.4,23.3,0.4,1.3,24.8,0,1.5,,,3,30.6,1.4,0.6,40.3,1.2,1.7
12/05/2019,0.033732779,0.149205536,0.235714942,0.027440965,0.00937896,0.015529219,0.704424576,1.400209737,0.348998452,0.113788487,1.841350811,1.841350811,15,0,3.3,23.6,0,3.3,23.6,0,3.7,,,3,29.6,0,3,35.6,0,3.1
15/05/2019,0.041777734,0.03388061,0.036285698,0.015238,0.004597838,0.011301001,-0.05971867,-0.069642267,0.020173397,0.898798689,-0.030909293,-0.030909293,11.2,0,4,19.9,0,4,19.3,0,4,,,3,24.8,0,4.1,33,0,4
18/05/2019,0.047154356,0.106260948,0.113856159,0.019180221,0.008161568,0.016699627,-0.05971867,-0.069642267,0.020173397,0.898798689,-0.030909293,-0.030909293,10.4,1.1,2,19.4,3.5,1.5,18.8,0,1.9,,,3,22.1,0,1.1,30.4,0,2.1
21/05/2019,0.042664234,0.04157003,0.061587799,0.025899151,0.006037653,0.008865464,0.5663647,1.505840645,0.223381076,0.059896475,0.867689702,0.867689702,8.2,0,4,18.6,0,4,17.2,0,3.7,,,3,20.6,0,4,29.6,0,3.4
24/05/2019,0.020257752,0.041019559,0.057610825,0.010063281,0.002168402,0.011817276,0.5663647,1.505840645,0.223381076,0.059896475,0.867689702,0.867689702,0,0,0,18.2,0,4.5,15,0,4.2,,,3,21.5,0,4.9,28.6,0,4.4
30/05/2019,0.041040454,0.057868268,0.195621833,0.028406771,0.016943697,0.018518193,1.620775669,1.469987215,0.610550227,0.216275984,1.697621907,1.697621907,0,0,0,20.3,0,3.1,15.9,0,3.5,,,3,24.3,0,3.4,31.5,0,3.4
02/06/2019,0.029161131,0.046426073,0.044952333,0.112188905,0.020866301,0.020023765,1.620775669,1.469987215,0.610550227,0.216275984,1.697621907,1.697621907,0,0,0,17.8,0,4.4,14.7,0,4.7,,,3,22.3,2.4,2.7,28.8,0,4.6
05/06/2019,0.17337583,0.05648908,0.143791586,0.132260844,0.010954469,0.024902929,1.540396889,1.350673507,0.393408694,0.06388763,1.404420254,1.404420254,0,0,0,17.9,0,2.6,19.4,3.2,2.5,,,3,21.2,0,2.8,34.3,4.1,2.5
08/06/2019,0.078810409,0.038679365,0.112192214,0.115847036,0.021184366,0.022338994,1.540396889,1.350673507,0.393408694,0.06388763,1.404420254,1.404420254,0,0,0,21.4,8.8,1.2,22.7,7.3,1.5,,,3,23.7,4.3,1.1,35.9,3.5,2
11/06/2019,0.117659584,0.05548422,0.265681624,0.104533471,0.016007641,0.019873841,0.020485657,0.027679788,0.045603821,0.009456265,0.033188207,0.033188207,0,2.3,0,26.4,11.6,0.6,28.3,11,0.6,,,3,33.8,43.6,0.6,39.3,0,2.2
14/06/2019,0.040345527,0.030939944,0.127545699,0.081452601,0.020399185,0.023758277,0.508282442,0.357029418,0.420869234,0.693170234,1.751852798,1.751852798,0,1,0,25.3,3.5,2.8,27.3,0.2,2.5,,,3,0,4.5,2.5,38.9,0,3.2
17/06/2019,0.050152637,0.034626871,0.088149309,0.061649285,0.01762725,0.014938954,0.508282442,0.357029418,0.420869234,0.693170234,1.751852798,1.751852798,0,0,0,23.2,0,4.2,26.3,0.2,4.1,,,3,0,0,3.3,39.2,0,4.2
20/06/2019,0.080918908,0.031641331,0.110778622,0.088063553,0.026075844,0.028142333,1.311170165,0.864106326,0.51343758,-0.006962576,0.106269326,0.106269326,17.2,0.7,3.3,25,0,3.2,28.1,0,2.9,,,3,0,0,3.2,40.9,2.3,3.3
23/06/2019,0.059906855,0.04427956,0.096994258,0.110518232,0.018405968,0.026590705,1.311170165,0.864106326,0.51343758,-0.006962576,0.106269326,0.106269326,14.2,0,3.3,22.2,0,3.2,24.2,0,3.2,,,3,0,4.1,3,37.7,0,3.1
26/06/2019,0.042196959,0.039326459,0.117079809,0.048519094,0.022801379,0.027649568,-0.009821979,0.134589929,-0.051045993,-0.001174168,0.012697628,0.012697628,16.7,0,1.8,25.7,0,1.7,28.2,0,1.5,,,3,0,0,1.2,40.7,0,2.2
02/07/2019,0.038049474,0.0557179,0.048684269,0.070055909,0.03550848,0.046236426,0.868363636,1.470988964,0.182872723,0.169997649,1.640225802,1.640225802,10.4,0,3.5,19,0,3.9,19.5,0,3.4,,,3,27.8,0,3.4,30.1,0,3.6
05/07/2019,0.031077961,0.05535429,0.067667373,0.043191478,0.033180799,0.035623316,0.094650448,0.053180458,0.026388194,0.015200368,0.058816188,0.058816188,8.5,0,5.3,19,0,4.8,17.6,0,4.6,,,3,26.2,0,4.4,27.2,0,5.3
08/07/2019,0.027691603,0.040195797,0.051607538,0.047915302,0.034205712,0.045416351,0.094650448,0.053180458,0.026388194,0.015200368,0.058816188,0.058816188,7.2,0,3.1,16.8,0,3.7,15.9,0,3.8,,,3,24.6,0,3.3,28.3,0,3.2
11/07/2019,0.039391752,0.04332133,0.069844589,0.032489315,0.035500694,0.050894544,0.76656225,1.182763872,0.538487022,0.020011772,0.160988928,0.160988928,6.6,0.2,4.2,17.4,0,4.1,15.8,0.1,4.2,,,3,22.7,1.1,3.6,28.3,0.1,4.4
14/07/2019,0.038243368,0.080067679,0.042606086,0.050246835,0.051417578,0.050067171,0.614098078,0.17650222,0.572436865,0.489964581,1.007923117,1.007923117,5.1,0.2,3.1,17.4,0.7,3.4,15.5,0.3,2.7,,,3,26.9,1.8,3,26.7,0,3.2
17/07/2019,0.028156832,0.057416286,0.073686227,0.034850843,0.043055095,0.069210455,0.614098078,0.17650222,0.572436865,0.489964581,1.007923117,1.007923117,4.7,0,4,16.5,0.2,4,14.9,0.1,4.1,,,3,24,1.5,4.1,25.8,0.1,4.6
20/07/2019,0.034758411,0.150932282,0.089346886,0.055455457,0.109728679,0.087730967,0.513982509,0.411619729,0.417156074,0.542093541,0.22058704,0.22058704,7.3,3.7,3.7,19.1,2.3,3.4,17.8,4.2,3.1,,,3,0,3,3.5,35.3,12.5,3.7
23/07/2019,0.028226607,0.043743964,0.109842837,0.018937731,0.034840871,0.05204035,0.513982509,0.411619729,0.417156074,0.542093541,0.22058704,0.22058704,4.8,0,5.8,17.1,0,5.6,14.7,0,6,,,3,0,0,5.5,30.3,0,6
29/07/2019,0.05732581,0.08329004,0.212686896,0.029096356,0.189926565,0.093544312,0.1551768,0.082359814,0.01474041,-0.014285714,0.048063996,0.048063996,11.1,0,5,21.8,0,4.7,20.3,0,4.8,,,3,0,0.9,4.3,36.3,0,4.7
01/08/2019,0.028561903,0.042541794,0.081395566,0.046927121,0.045826092,0.055699669,0.1551768,0.082359814,0.01474041,-0.014285714,0.048063996,0.048063996,9.1,0.6,2.7,20.7,0,2.7,17.5,0.3,2.8,,,3,0,0,3.4,35.6,0,3.4
04/08/2019,0.024701582,0.060380857,0.096942887,0.026849218,0.033355922,0.056495436,0.01118005,-0.00308404,0.123314102,0.517831669,-0.029757498,-0.029757498,7.3,0,3.6,19.4,0,3.4,15.4,0,3.7,,,3,0,6.9,3.7,33.3,0,3.2
07/08/2019,0.024531312,0.041122101,0.068957023,0.039084051,0.027818697,0.048786826,0.01118005,-0.00308404,0.123314102,0.517831669,-0.029757498,-0.029757498,5.2,0,4.1,17.5,0,3.3,15.7,0,3.3,,,3,0,0.1,3.4,28.7,0,3.7
10/08/2019,0.03113519,0.071704686,0.143081099,0.051598672,0.045930009,0.101074591,0.063789057,-0.01380421,0.080818919,0.003946896,0.182581046,0.182581046,4.9,0.5,3.6,21,0.2,3.6,16.5,0,3,,,3,35.9,0.6,3.2,35.6,6.2,3.4
13/08/2019,0.022776982,0.040276811,0.092016429,0.042180631,0.040492348,0.046959165,0.0844587,-0.015808679,0.183519996,0.535332994,0.550230094,0.550230094,4.8,0,3.7,16.9,0.1,3.1,12.9,0,3.1,,,3,30.3,2.6,3.2,32.6,0,4
16/08/2019,0.035410676,0.059899259,0.13907443,0.033630099,0.019577442,0.055771537,0.0844587,-0.015808679,0.183519996,0.535332994,0.550230094,0.550230094,8.2,4.4,1.7,23.2,8.5,1.6,17.1,0,1.6,,,3,37.1,15.3,1.2,36.8,4.9,1.6
19/08/2019,0.042441167,0.095348217,0.125971317,0.050043706,0.035570286,0.051999889,0.197896313,0.038605493,0.0549843,0.158795913,0.193203904,0.193203904,8.2,3.1,2.5,23.6,2.3,2.2,17.6,0,2,,,3,31.9,0.9,3,34.6,0.7,3.6
22/08/2019,0.031247083,0.064299777,0.11314366,0.037576854,0.028223472,0.053825945,0.197896313,0.038605493,0.0549843,0.158795913,0.193203904,0.193203904,7.1,0,4,22.1,0,3.4,16.9,0,3.6,,,3,32.1,0,3,33.6,0,4.5
